stn,time,pva200m0,tre200mn,tre200m0,hns000m0,rre150m0,ure200mn,ure200m0,hto000m0,ets150m0,gre000m0,prestam0,tre200mx,su2000m0,sremaxmv,fkl010m0,nto000m0,tre005mn
21.2,,,,,,,,,,,,,,,,,,
DAV,200807,14.4,10.3,95.83,227,842.6,23.2,1.6,11.7,0,218.3,76.6,0,183.5,52,2.7,-,-1.0
21.7,,,,,,,,,,,,,,,,,,
DAV,200808,15.0,10.9,89.72,233,842.0,24.3,1.5,12.2,0,160.9,78.1,0,216.7,66,2.9,-,-1.6
24.4,,,,,,,,,,,,,,,,,,
DAV,200809,11.1,8.2,48.64,158,841.2,23.7,-2.8,7.4,0,96.2,80.3,0,153.0,51,2.9,-,-7.1
21.5,,,,,,,,,,,,,,,,,,
DAV,200810,7.3,6.8,27.46,119,841.4,18.2,-5.8,5.1,12,59.1,78.5,1,155.5,58,2.2,-,-8.2
23.4,,,,,,,,,,,,,,,,,,
DAV,200811,2.9,4.7,8.76,70,836.6,12.9,-14.4,-0.9,117,117.0,81.0,18,97.8,47,1.9,-,-17.3
25.5,,,,,,,,,,,,,,,,,,
DAV,200812,1.3,3.8,4.43,52,836.8,6.5,-15.8,-4.4,95,77.1,85.1,57,78.9,41,1.7,-,-20.0
17.5,,,,,,,,,,,,,,,,,,
DAV,200901,0.7,2.7,6.74,74,833.2,3.6,-16.2,-6.9,62,36.6,72.2,78,132.8,65,1.2,-,-22.4
29.5,,,,,,,,,,,,,,,,,,
DAV,200902,0.5,3.3,3.94,102,832.9,7.5,-19.7,-5.6,120,61.3,76.5,103,91.2,41,2.0,-,-24.1
33.6,,,,,,,,,,,,,,,,,,
DAV,200903,0.3,4.0,5.76,162,834.9,8.6,-16.0,-2.4,125,74.1,73.7,115,122.9,41,2.4,-,-22.0
17.7,,,,,,,,,,,,,,,,,,
DAV,200904,2.6,5.3,10.25,229,837.2,13.7,-4.4,4.3,22,47.6,67.5,43,184.3,58,1.9,-,-6.4
24.5,,,,,,,,,,,,,,,,,,
DAV,200905,9.5,7.0,28.61,250,843.6,24.8,-1.6,9.4,0,56.9,64.8,0,190.9,55,2.4,-,-5.3
10.2,,,,,,,,,,,,,,,,,,
DAV,200906,12.0,9.2,51.82,221,841.0,23.9,0.7,10.0,0,125.4,76.3,0,124.1,35,2.9,-,-3.3
17.3,,,,,,,,,,,,,,,,,,
DAV,200907,14.2,10.6,95.59,231,843.3,25.6,0.0,12.6,9,164.3,73.7,0,172.3,49,2.8,-,-0.5
25.1,,,,,,,,,,,,,,,,,,
DAV,200908,15.8,11.4,107.03,230,845.0,26.5,0.9,13.8,0,103.4,75.0,0,217.5,66,2.5,-,-1.8
19.6,,,,,,,,,,,,,,,,,,
DAV,200909,12.6,9.4,65.56,181,844.2,24.1,-0.5,10.2,0,45.0,76.8,0,194.4,64,2.6,-,-3.1
19.7,,,,,,,,,,,,,,,,,,
DAV,200910,7.5,6.0,30.63,117,840.5,23.2,-9.6,4.1,42,62.7,72.8,4,132.9,50,2.2,-,-12.7
8.0,,,,,,,,,,,,,,,,,,
DAV,200911,3.0,5.0,10.76,68,835.6,14.8,-8.3,1.3,40,83.2,76.2,2,89.7,43,1.7,-,-11.0
23.8,,,,,,,,,,,,,,,,,,
DAV,200912,1.3,3.7,4.15,50,829.2,6.8,-21.1,-5.8,73,68.1,83.6,35,63.4,33,1.8,-,-25.7
24.2,,,,,,,,,,,,,,,,,,
DAV,201001,0.5,2.5,6.02,71,831.2,2.4,-18.1,-7.7,32,13.3,71.7,46,110.1,54,1.3,-,-22.6
23.6,,,,,,,,,,,,,,,,,,
DAV,201002,-0.1,3.0,5.53,112,826.3,6.1,-19.4,-5.3,53,30.1,69.5,61,113.9,51,2.0,-,-23.3
13.5,,,,,,,,,,,,,,,,,,
DAV,201003,0.0,3.6,7.25,171,836.7,11.0,-20.3,-2.4,66,48.5,68.7,59,154.9,51,2.0,-,-24.4
6.4,,,,,,,,,,,,,,,,,,
DAV,201004,3.8,5.2,10.34,216,839.6,18.9,-11.9,3.1,36,48.3,69.2,17,182.8,58,2.0,-,-14.7
17.1,,,,,,,,,,,,,,,,,,
DAV,201005,8.2,7.3,12.32,186,836.5,20.5,-2.9,5.4,25,152.8,82.4,1,82.9,24,2.8,-,-6.0
23.0,,,,,,,,,,,,,,,,,,
DAV,201006,12.3,9.4,74.27,232,840.2,22.3,0.2,10.8,2,90.9,75.3,0,158.1,45,2.8,-,-1.9
27.2,,,,,,,,,,,,,,,,,,
DAV,201007,15.4,10.9,128.96,249,844.4,27.8,2.5,14.1,0,112.6,70.8,0,214.2,61,2.7,-,-0.2
20.0,,,,,,,,,,,,,,,,,,
DAV,201008,13.6,10.7,63.41,184,841.9,24.1,0.0,11.1,3,234.4,81.9,0,144.9,44,2.4,-,-0.8
19.8,,,,,,,,,,,,,,,,,,
DAV,201009,10.5,8.0,51.03,157,840.4,18.9,-0.8,7.4,6,93.0,79.6,0,140.5,46,2.4,-,-3.7
23.0,,,,,,,,,,,,,,,,,,
DAV,201010,6.7,6.3,27.71,124,837.7,19.0,-7.9,3.7,26,36.3,78.1,3,158.9,60,2.3,-,-12.8
29.8,,,,,,,,,,,,,,,,,,
DAV,201011,3.3,5.0,7.82,70,830.2,14.1,-16.1,-1.0,102,88.3,83.8,18,84.1,40,1.8,-,-9.2
31.1,,,,,,,,,,,,,,,,,,
DAV,201012,1.4,3.4,4.24,51,831.1,7.8,-19.0,-6.4,79,54.9,84.2,52,71.9,37,1.7,-,-23.0
36.4,,,,,,,,,,,,,,,,,,
DAV,201101,0.5,3.5,5.60,74,838.0,7.5,-18.6,-4.9,50,38.8,76.4,57,121.2,59,1.2,-,-22.3
19.5,,,,,,,,,,,,,,,,,,
DAV,201102,-0.1,3.3,7.33,117,837.9,11.2,-14.4,-2.3,33,17.4,64.4,64,137.6,62,1.3,-,-17.1
9.0,,,,,,,,,,,,,,,,,,
DAV,201103,0.0,4.0,10.06,179,840.7,12.5,-12.3,0.6,8,25.5,64.3,57,202.2,67,1.7,-,-15.8
12.1,,,,,,,,,,,,,,,,,,
DAV,201104,6.1,5.5,13.49,240,841.0,19.0,-6.0,5.5,2,22.0,63.2,2,229.4,72,1.8,-,-9.5
15.6,,,,,,,,,,,,,,,,,,
DAV,201105,9.4,7.1,29.42,249,842.9,20.8,-3.2,8.7,3,126.2,66.2,0,205.5,60,2.1,-,-7.4
14.9,,,,,,,,,,,,,,,,,,
DAV,201106,12.6,9.7,54.12,206,842.4,24.8,1.6,10.7,0,119.7,77.0,0,119.9,34,2.6,-,-1.8
20.3,,,,,,,,,,,,,,,,,,
DAV,201107,13.1,9.5,74.25,198,839.6,24.5,1.6,10.4,0,158.3,76.7,0,124.7,35,2.6,-,-2.9
24.3,,,,,,,,,,,,,,,,,,
DAV,201108,14.5,10.5,123.58,234,843.3,28.5,0.3,13.5,0,128.5,70.5,0,226.7,69,2.3,-,-3.6
20.3,,,,,,,,,,,,,,,,,,
DAV,201109,11.9,9.8,63.17,179,844.3,23.3,-0.4,10.5,29,129.1,78.0,1,199.5,66,2.1,-,-4.2
26.7,,,,,,,,,,,,,,,,,,
DAV,201110,6.3,5.9,41.05,139,843.8,21.0,-8.0,4.3,52,111.1,71.0,3,199.5,75,2.0,-,-12.5
17.5,,,,,,,,,,,,,,,,,,
DAV,201111,2.5,4.3,23.95,88,843.2,14.3,-4.6,2.8,0,0.0,56.7,0,160.9,77,1.2,-,-10.4
17.0,,,,,,,,,,,,,,,,,,
DAV,201112,0.8,4.1,4.73,45,838.1,9.0,-16.1,-3.1,292,193.7,82.6,44,70.1,36,1.8,-,-19.4
31.0,,,,,,,,,,,,,,,,,,
DAV,201201,0.8,3.7,2.71,59,840.4,3.7,-18.2,-5.1,240,175.9,85.8,136,77.3,38,1.6,-,-22.2
29.2,,,,,,,,,,,,,,,,,,
DAV,201202,0.6,2.7,3.96,114,839.7,9.9,-27.4,-9.5,53,47.4,81.2,141,134.0,58,1.8,-,-29.4
24.5,,,,,,,,,,,,,,,,,,
DAV,201203,0.2,4.2,10.30,188,846.0,13.3,-10.8,1.0,35,26.3,65.8,110,212.6,70,1.5,-,-14.5
13.1,,,,,,,,,,,,,,,,,,
DAV,201204,1.4,5.0,8.75,209,830.2,19.4,-9.9,2.7,43,68.3,70.5,47,128.5,41,2.6,-,-12.3
20.6,,,,,,,,,,,,,,,,,,
DAV,201205,8.9,7.0,24.59,249,840.1,22.4,-5.8,7.9,10,48.1,67.9,0,172.5,50,2.2,-,-8.2
21.0,,,,,,,,,,,,,,,,,,
DAV,201206,12.8,9.7,82.69,246,841.4,26.6,0.7,12.0,0,186.0,72.1,0,171.9,49,2.4,-,-1.8
21.5,,,,,,,,,,,,,,,,,,
DAV,201207,14.8,11.1,76.77,227,842.7,25.7,0.9,12.4,0,168.1,79.0,0,162.7,46,2.9,-,-1.8
24.3,,,,,,,,,,,,,,,,,,
DAV,201208,15.1,11.2,116.88,229,844.7,27.3,2.7,14.0,0,155.9,72.3,0,219.2,66,2.4,-,-0.6
22.4,,,,,,,,,,,,,,,,,,
DAV,201209,11.8,8.8,62.62,168,841.8,20.6,-1.2,9.2,0,88.4,76.8,0,176.9,58,2.5,-,-4.4
11.4,,,,,,,,,,,,,,,,,,
DAV,201210,8.1,6.9,27.30,113,837.8,20.7,-10.4,5.4,29,101.4,77.0,2,146.5,55,1.9,-,-13.9
10.4,,,,,,,,,,,,,,,,,,
DAV,201211,3.1,4.8,13.49,72,836.4,11.7,-9.6,1.5,18,56.4,71.3,1,104.8,50,1.6,-,-12.0
21.8,,,,,,,,,,,,,,,,,,
DAV,201212,0.9,3.6,4.80,51,835.0,8.2,-17.6,-4.7,202,110.1,79.1,42,64.4,33,1.8,-,-23.6
36.8,,,,,,,,,,,,,,,,,,
DAV,201301,0.7,3.4,4.67,64,834.0,6.7,-18.7,-4.7,57,39.0,74.9,59,80.7,39,1.6,-,-21.8
17.9,,,,,,,,,,,,,,,,,,
DAV,201302,0.6,2.6,5.08,112,831.3,5.6,-20.4,-7.8,78,39.9,72.7,82,103.9,47,1.7,-,-23.1
18.7,,,,,,,,,,,,,,,,,,
DAV,201303,0.3,3.7,6.34,153,828.1,9.0,-17.1,-1.8,50,31.6,68.1,66,113.0,37,2.0,-,-19.6
15.2,,,,,,,,,,,,,,,,,,
DAV,201304,2.5,5.6,8.93,209,836.8,17.0,-11.9,3.8,27,37.0,70.3,31,151.9,48,2.0,-,-14.4
22.8,,,,,,,,,,,,,,,,,,
DAV,201305,7.8,6.7,10.69,184,835.1,17.3,-2.9,5.4,18,142.9,76.4,0,86.9,25,2.6,-,-4.0
31.7,,,,,,,,,,,,,,,,,,
DAV,201306,10.9,8.9,66.58,238,842.5,26.5,-0.3,9.9,0,106.5,74.6,0,155.6,44,2.4,-,-3.7
23.6,,,,,,,,,,,,,,,,,,
DAV,201307,14.7,10.9,136.79,275,845.6,27.6,3.6,14.4,0,62.7,69.2,0,239.8,68,2.4,-,0.2
21.8,,,,,,,,,,,,,,,,,,
DAV,201308,14.3,10.2,113.68,222,844.2,27.6,2.6,13.0,0,95.9,72.1,0,196.8,60,2.5,-,-0.1
14.1,,,,,,,,,,,,,,,,,,
DAV,201309,11.4,8.7,57.06,154,841.6,22.0,-0.4,9.0,0,130.2,76.8,0,142.3,47,2.2,-,-3.2
16.3,,,,,,,,,,,,,,,,,,
DAV,201310,8.1,7.8,19.72,110,841.7,18.2,-3.8,6.4,29,115.6,81.1,3,124.0,46,1.9,-,-7.8
20.5,,,,,,,,,,,,,,,,,,
DAV,201311,3.1,4.7,7.17,74,836.1,10.9,-16.1,-1.9,64,93.9,84.7,15,99.4,48,2.0,-,-18.7
38.2,,,,,,,,,,,,,,,,,,
DAV,201312,0.7,3.5,12.73,63,843.3,7.8,-13.0,-2.0,31,28.6,65.2,29,130.5,67,1.5,-,-16.6
22.5,,,,,,,,,,,,,,,,,,
DAV,201401,0.7,4.2,3.37,60,832.6,6.7,-15.0,-2.6,80,55.0,81.2,48,74.1,36,1.5,-,-18.0
20.1,,,,,,,,,,,,,,,,,,
DAV,201402,0.5,3.9,4.48,104,832.4,8.0,-10.8,-2.1,91,66.2,74.4,76,101.6,46,2.1,-,-14.8
21.5,,,,,,,,,,,,,,,,,,
DAV,201403,0.3,3.9,10.89,179,838.2,14.1,-11.4,0.7,44,35.4,64.5,67,199.7,66,1.8,-,-13.5
14.6,,,,,,,,,,,,,,,,,,
DAV,201404,5.1,5.7,8.69,199,837.0,15.9,-6.1,4.4,5,36.4,69.1,9,144.4,46,2.2,-,-9.0
12.1,,,,,,,,,,,,,,,,,,
DAV,201405,8.7,6.6,21.21,237,839.3,19.9,-2.3,6.4,11,48.0,71.3,0,154.8,45,2.8,-,-4.8
20.5,,,,,,,,,,,,,,,,,,
DAV,201406,12.6,8.9,82.87,257,842.2,27.1,0.2,11.4,0,152.1,69.2,0,191.9,55,2.5,-,-3.0
18.6,,,,,,,,,,,,,,,,,,
DAV,201407,13.5,10.6,77.94,198,841.0,25.4,1.3,11.8,0,173.3,79.3,0,135.0,38,2.4,-,-1.6
19.0,,,,,,,,,,,,,,,,,,
DAV,201408,13.5,10.1,55.89,170,840.9,21.7,1.2,10.4,0,167.3,80.9,0,120.5,36,2.7,-,-1.5
26.5,,,,,,,,,,,,,,,,,,
DAV,201409,11.7,9.1,42.02,152,842.8,20.2,-1.9,9.2,0,60.2,79.1,0,130.3,43,2.1,-,-4.9
24.3,,,,,,,,,,,,,,,,,,
DAV,201410,8.1,7.6,23.63,109,842.4,18.7,-5.9,6.4,54,102.4,78.1,7,129.7,49,1.7,-,-8.8
30.0,,,,,,,,,,,,,,,,,,
DAV,201411,3.5,6.0,10.15,71,836.1,13.3,-5.7,3.5,41,75.6,77.7,5,94.9,46,1.7,-,-8.1
33.3,,,,,,,,,,,,,,,,,,
DAV,201412,1.2,4.3,4.90,47,839.5,9.0,-17.1,-2.2,59,49.6,80.1,7,60.1,31,1.8,-,-21.0
21.4,,,,,,,,,,,,,,,,,,
DAV,201501,0.1,3.6,4.57,68,837.6,8.8,-16.0,-4.1,65,87.6,77.7,35,103.0,50,1.9,-,-19.3
12.9,,,,,,,,,,,,,,,,,,
DAV,201502,0.0,2.8,5.87,110,834.7,5.9,-15.6,-5.5,42,22.7,70.1,61,118.9,53,1.5,-,-18.7
15.6,,,,,,,,,,,,,,,,,,
DAV,201503,0.1,4.0,8.03,163,839.9,10.3,-14.0,-0.2,80,76.7,67.7,64,159.4,53,2.0,-,-16.7
14.2,,,,,,,,,,,,,,,,,,
DAV,201504,3.0,4.6,13.39,233,841.7,16.8,-11.7,3.1,64,45.1,62.9,32,200.1,63,2.0,-,-14.0
15.0,,,,,,,,,,,,,,,,,,
DAV,201505,9.1,7.4,20.45,212,840.6,22.0,-1.7,7.7,1,136.2,73.3,0,132.7,39,2.5,-,-4.9
14.4,,,,,,,,,,,,,,,,,,
DAV,201506,12.7,9.5,74.22,235,844.3,24.2,3.1,11.8,0,95.5,71.3,0,157.2,45,2.2,-,-0.2
22.6,,,,,,,,,,,,,,,,,,
DAV,201507,16.1,11.6,151.79,283,844.3,29.3,3.6,16.0,0,75.7,66.8,0,248.4,71,2.9,-,0.3
16.2,,,,,,,,,,,,,,,,,,
DAV,201508,15.3,11.3,103.78,215,843.6,26.8,4.6,14.1,0,90.2,73.2,0,187.3,57,2.4,-,1.9
24.4,,,,,,,,,,,,,,,,,,
DAV,201509,11.0,8.1,47.52,163,841.4,22.1,-1.7,7.6,0,130.0,78.9,0,153.5,51,3.0,-,-3.7
26.3,,,,,,,,,,,,,,,,,,
DAV,201510,7.4,6.5,25.20,121,840.3,17.3,-5.5,4.5,25,67.1,78.3,1,142.9,54,2.0,-,-9.5
16.4,,,,,,,,,,,,,,,,,,
DAV,201511,4.0,4.9,19.26,83,843.3,16.5,-12.3,2.2,13,21.6,68.2,2,141.7,68,1.5,-,-15.9
10.9,,,,,,,,,,,,,,,,,,
DAV,201512,0.5,4.0,13.43,64,849.6,10.0,-9.1,0.5,4,17.6,64.0,4,147.0,76,1.0,-,-11.8
21.4,,,,,,,,,,,,,,,,,,
DAV,201601,-0.2,3.9,3.64,59,835.8,7.1,-19.9,-3.7,122,90.2,79.9,32,79.0,39,1.3,-,-25.2
28.4,,,,,,,,,,,,,,,,,,
DAV,201602,-0.1,4.1,3.43,95,833.8,8.8,-13.7,-2.1,125,86.0,77.7,72,79.7,34,2.1,-,-17.1
28.0,,,,,,,,,,,,,,,,,,
DAV,201603,0.1,3.6,8.44,182,834.1,12.1,-12.8,-1.7,72,42.5,68.3,84,182.7,60,2.2,-,-15.3
20.6,,,,,,,,,,,,,,,,,,
DAV,201604,3.4,5.2,8.04,198,835.4,16.9,-8.6,3.5,60,89.3,68.4,16,122.7,39,2.6,-,-11.6
15.2,,,,,,,,,,,,,,,,,,
DAV,201605,7.4,6.6,22.11,215,837.8,20.8,-3.5,6.4,7,124.1,71.0,0,137.3,40,2.4,-,-5.6
21.6,,,,,,,,,,,,,,,,,,
DAV,201606,12.3,9.7,54.31,222,840.7,26.6,0.2,10.4,1,219.7,79.4,0,126.0,36,2.3,-,-1.6
19.6,,,,,,,,,,,,,,,,,,
DAV,201607,15.1,11.0,101.81,241,844.9,25.8,0.2,13.1,0,142.0,75.0,0,186.8,53,2.5,-,-0.2
18.8,,,,,,,,,,,,,,,,,,
DAV,201608,14.9,11.0,92.24,215,846.1,25.4,3.2,12.8,0,141.0,76.4,0,191.5,58,2.3,-,0.6
26.9,,,,,,,,,,,,,,,,,,
DAV,201609,12.9,9.5,63.36,179,844.6,21.3,2.9,10.5,0,120.0,76.8,0,193.3,64,2.2,-,0.1
29.0,,,,,,,,,,,,,,,,,,
DAV,201610,7.6,6.3,19.75,105,842.2,15.8,-4.5,3.9,4,46.9,78.0,0,107.5,40,2.2,-,-7.2
18.0,,,,,,,,,,,,,,,,,,
DAV,201611,3.6,4.9,9.58,70,837.6,14.3,-11.3,0.6,39,45.1,75.6,7,78.5,38,2.0,-,-14.6
24.6,,,,,,,,,,,,,,,,,,
DAV,201612,-0.1,3.3,16.40,69,848.5,9.5,-8.3,-1.2,6,6.2,58.3,0,164.0,85,1.1,-,-11.7
19.0,,,,,,,,,,,,,,,,,,
DAV,201701,-1.0,2.6,6.50,74,839.2,4.1,-19.4,-7.4,112,83.7,72.2,29,126.7,62,1.3,-,-21.5
19.6,,,,,,,,,,,,,,,,,,
DAV,201702,-0.7,3.9,5.66,109,838.5,11.2,-13.6,-1.4,39,43.1,71.8,53,118.6,53,1.5,-,-17.0
19.6,,,,,,,,,,,,,,,,,,
DAV,201703,-0.5,4.7,8.68,175,839.7,14.7,-9.8,1.9,63,89.9,70.3,54,180.1,60,1.7,-,-13.3
17.8,,,,,,,,,,,,,,,,,,
DAV,201704,3.1,4.9,10.32,220,840.0,15.6,-9.7,2.5,48,50.1,68.5,3,169.3,53,2.6,-,-12.4
20.2,,,,,,,,,,,,,,,,,,
DAV,201705,8.5,7.2,31.62,253,841.2,23.8,-2.5,8.5,13,80.5,67.9,0,184.9,54,2.3,-,-5.4
17.6,,,,,,,,,,,,,,,,,,
DAV,201706,14.0,10.6,87.54,263,842.6,25.6,-0.9,13.4,0,181.5,71.0,0,200.7,57,2.4,-,-3.5
16.7,,,,,,,,,,,,,,,,,,
DAV,201707,15.3,10.9,98.31,240,843.4,25.9,4.2,13.2,0,124.1,74.2,0,175.7,50,2.6,-,2.6
22.6,,,,,,,,,,,,,,,,,,
DAV,201708,15.0,11.2,99.07,203,845.0,26.8,1.8,13.9,0,148.3,72.6,0,176.1,53,2.5,-,-1.2
22.8,,,,,,,,,,,,,,,,,,
DAV,201709,10.6,7.8,37.89,143,840.8,17.0,-2.3,6.5,2,161.9,81.1,0,115.0,38,2.3,-,-5.8
27.8,,,,,,,,,,,,,,,,,,
DAV,201710,7.7,6.2,38.27,125,845.1,20.2,-5.5,5.6,15,76.5,70.7,1,175.0,66,2.1,-,-9.0
16.6,,,,,,,,,,,,,,,,,,
DAV,201711,2.9,4.4,9.56,71,837.8,11.6,-12.8,-1.5,82,64.0,78.8,13,86.9,42,1.8,-,-16.4
31.6,,,,,,,,,,,,,,,,,,
DAV,201712,1.4,3.6,5.39,51,836.8,6.4,-15.8,-5.0,115,89.4,81.2,40,81.7,42,1.9,-,-19.0
36.5,,,,,,,,,,,,,,,,,,
DAV,201801,1.0,4.1,4.25,64,837.3,7.5,-11.6,-2.5,250,262.9,79.6,107,97.4,48,1.6,-,-15.4
32.5,,,,,,,,,,,,,,,,,,
DAV,201802,0.7,2.8,4.13,110,831.6,5.5,-24.3,-7.9,40,24.3,76.7,124,101.3,45,1.8,-,-26.6
25.6,,,,,,,,,,,,,,,,,,
DAV,201803,0.4,4.1,4.73,156,826.6,9.7,-15.6,-1.6,79,48.5,74.9,113,99.8,33,2.2,-,-19.0
25.3,,,,,,,,,,,,,,,,,,
DAV,201804,3.2,5.5,13.04,237,838.6,19.2,-7.7,5.9,4,33.4,61.8,46,197.0,62,1.9,-,-9.9
12.5,,,,,,,,,,,,,,,,,,
DAV,201805,9.7,8.4,19.06,213,839.6,21.0,0.1,9.2,1,65.3,74.2,0,136.0,39,2.1,-,-2.2
29.3,,,,,,,,,,,,,,,,,,
DAV,201806,13.5,10.0,81.87,270,842.0,23.6,1.5,12.1,0,87.3,72.5,0,197.4,56,2.7,-,-1.9
31.2,,,,,,,,,,,,,,,,,,
DAV,201807,14.9,10.5,135.59,255,843.1,26.2,4.5,14.3,0,80.4,67.7,0,208.2,59,2.4,-,1.1
14.5,,,,,,,,,,,,,,,,,,
DAV,201808,15.4,11.3,99.83,219,844.6,26.1,2.2,14.0,0,100.1,72.5,0,183.2,55,2.5,-,-0.7
18.0,,,,,,,,,,,,,,,,,,
DAV,201809,12.9,9.2,79.55,195,846.0,22.5,-2.1,10.9,0,66.2,72.1,0,212.8,70,2.5,-,-5.4
17.0,,,,,,,,,,,,,,,,,,
DAV,201810,8.4,6.6,38.54,123,841.6,19.1,-2.5,6.6,41,126.4,69.1,3,168.2,63,2.2,-,-7.3
22.4,,,,,,,,,,,,,,,,,,
DAV,201811,3.4,5.0,15.13,80,838.7,14.6,-9.1,2.0,13,14.6,70.2,1,122.9,59,1.8,-,-12.8
22.7,,,,,,,,,,,,,,,,,,
DAV,201812,1.6,4.2,4.93,52,841.4,8.2,-15.4,-3.3,103,173.4,82.9,27,83.8,43,1.7,-,-19.6
41.0,,,,,,,,,,,,,,,,,,
DAV,201901,1.1,2.8,4.04,66,834.2,2.1,-17.9,-7.6,209,170.8,78.1,97,91.1,44,2.0,-,-21.4
37.3,,,,,,,,,,,,,,,,,,
DAV,201902,-,3.3,8.43,130,843.6,11.1,-12.7,-1.8,48,33.5,63.5,113,166.0,75,1.5,-,-15.8
15.8,,,,,,,,,,,,,,,,,,
DAV,201903,-,3.8,9.79,179,840.6,12.4,-11.2,-0.2,128,94.1,65.5,111,182.7,60,2.1,-,-15.1
7.5,,,,,,,,,,,,,,,,,,
DAV,201904,-,5.0,9.32,210,836.0,15.6,-6.4,3.1,42,71.9,68.2,64,139.6,44,2.4,-,-6.9
11.2,,,,,,,,,,,,,,,,,,
DAV,201905,-,6.0,15.33,208,837.2,15.4,-7.1,4.2,11,135.4,73.2,1,101.6,30,2.6,-,-9.3
16.9,,,,,,,,,,,,,,,,,,
DAV,201906,14.3,9.4,130.13,292,843.6,29.8,3.3,14.5,0,66.2,61.0,0,239.5,68,2.6,-,0.3
13.2,,,,,,,,,,,,,,,,,,
DAV,201907,15.7,11.1,112.26,244,842.8,27.8,4.2,14.1,0,119.2,71.3,0,193.6,55,2.5,-,1.6
15.6,,,,,,,,,,,,,,,,,,
DAV,201908,15.3,11.3,92.21,211,844.5,25.8,4.0,13.4,0,197.8,75.9,0,188.5,57,2.4,-,1.0
20.9,,,,,,,,,,,,,,,,,,
DAV,201909,12.0,8.9,59.52,163,844.1,21.4,-0.1,9.3,0,97.0,77.6,0,165.4,55,2.3,-,-0.9
21.3,,,,,,,,,,,,,,,,,,
DAV,201910,8.3,7.5,26.98,106,841.0,20.6,-1.9,7.1,0,123.2,75.5,0,122.1,46,2.0,-,-5.2
22.9,,,,,,,,,,,,,,,,,,
DAV,201911,3.1,5.1,7.39,68,829.5,13.0,-9.8,0.1,83,115.7,81.9,16,77.5,37,1.9,-,-12.4
21.1,,,,,,,,,,,,,,,,,,
DAV,201912,1.0,4.1,7.50,54,837.3,9.9,-11.8,-1.7,98,89.3,76.1,37,89.3,46,2.1,-,-15.8
34.5,,,,,,,,,,,,,,,,,,
DAV,202001,0.5,3.3,8.23,74,844.9,7.6,-15.8,-2.7,52,36.2,65.7,53,136.4,67,1.1,-,-20.0
21.8,,,,,,,,,,,,,,,,,,
DAV,202002,0.4,4.0,4.90,103,840.2,11.5,-14.7,-1.5,82,95.7,71.6,73,105.3,45,2.9,-,-19.2
22.8,,,,,,,,,,,,,,,,,,
DAV,202003,0.2,4.1,8.19,175,837.3,12.5,-11.8,-0.5,63,60.6,69.9,80,170.4,56,2.9,-,-15.8
19.3,,,,,,,,,,,,,,,,,,
DAV,202004,5.6,5.1,16.03,247,839.8,18.1,-10.5,6.0,0,42.4,56.2,18,230.7,73,2.6,-,-13.5
8.9,,,,,,,,,,,,,,,,,,
DAV,202005,10.3,7.0,28.15,248,842.0,21.9,-2.4,7.8,0,70.4,69.1,0,189.5,55,3.5,-,-5.3
13.7,,,,,,,,,,,,,,,,,,
DAV,202006,11.8,9.4,54.67,208,839.5,23.6,0.0,10.1,1,152.7,77.4,0,124.2,35,3.4,-,-1.3
22.3,,,,,,,,,,,,,,,,,,
DAV,202007,15.6,10.7,118.83,260,844.0,27.2,3.5,13.4,0,95.9,71.8,0,211.2,60,3.7,-,0.6
19.4,,,,,,,,,,,,,,,,,,
DAV,202008,15.4,11.1,94.22,200,842.3,25.6,3.0,13.2,0,166.3,75.1,0,174.5,53,3.4,-,-0.7
23.5,,,,,,,,,,,,,,,,,,
DAV,202009,12.3,9.6,61.74,174,842.6,23.2,-3.6,10.0,29,119.2,78.6,2,184.5,61,3.0,-,-0.8
30.1,,,,,,,,,,,,,,,,,,
DAV,202010,6.4,6.1,21.83,104,838.0,15.5,-4.5,3.7,45,110.2,78.0,3,114.7,43,3.1,-,-9.9
19.3,,,,,,,,,,,,,,,,,,
DAV,202011,3.0,4.9,18.77,87,845.6,15.9,-9.2,2.1,1,6.5,67.2,0,160.1,77,2.2,-,-12.1
22.5,,,,,,,,,,,,,,,,,,
DAV,202012,0.3,4.0,4.81,47,831.1,6.6,-13.9,-3.3,101,75.8,80.2,38,64.5,33,2.4,-,-18.8
26.4,,,,,,,,,,,,,,,,,,
DAV,202101,0.2,3.1,4.38,60,831.4,5.5,-18.8,-6.6,236,158.4,78.1,80,81.0,40,2.0,-,-22.5
27.8,,,,,,,,,,,,,,,,,,
DAV,202102,0.5,3.9,6.65,122,839.4,11.8,-18.3,-1.6,25,24.2,70.2,105,146.5,66,2.0,-,-22.1
11.0,,,,,,,,,,,,,,,,,,
DAV,202103,0.3,3.4,9.54,179,841.3,15.4,-15.0,-1.6,95,50.4,64.7,104,173.3,57,2.3,-,-18.1
14.7,,,,,,,,,,,,,,,,,,
DAV,202104,0.7,4.3,10.46,227,838.2,13.5,-10.8,0.9,21,30.3,65.3,70,170.7,54,2.8,-,-13.4
21.8,,,,,,,,,,,,,,,,,,
DAV,202105,7.0,5.9,23.30,235,837.6,18.0,-3.7,5.0,13,91.2,69.9,3,141.8,41,3.3,-,-6.4
17.4,,,,,,,,,,,,,,,,,,
DAV,202106,13.5,9.7,93.23,265,843.8,26.6,2.5,13.2,0,48.2,67.1,0,192.6,55,2.9,-,-1.5
